,band_combo,banded,bird,get_banded_display,get_life_stage_guess_display,get_sex_guess_display,id,life_stage_guess,revisit,sex_guess,sighting,sighting__date_sighted,sighting__point_location,sighting__time_sighted
4969,Tuhura,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",,,2903,,False,,1336,2018-04-06,"{'type': 'Point', 'coordinates': [171.55612707138033, -42.888165334147715]}",10:35:00
4970,White J on Pink,readable,"{'slug': 'ken-joe', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Ken Joe was banded as an fledgling at Otira Viaduct on March 2018 by Martina and Mark. The photo shows him feeding on coprosma berries. Kea are perfectly able to feed for themselves in the mountains and do not need to be feed by humans. Please do not feed them.\r\n\r\nKen Joe is sponsored in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Joan who is almost certainly Ken Joe's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/ken-joe/WhiteJonPink3.jpg'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White J on Pink', 'name': 'Ken Joe', 'birthday': '2018-01-01', 'primary_band': 'V-2194', 'date_modified': '2018-04-30T11:03:46.326974+12:00', 'date_imported': '2018-04-30T11:03:41+12:00'}","Banded, readable",,,2904,,False,,1336,2018-04-06,"{'type': 'Point', 'coordinates': [171.55612707138033, -42.888165334147715]}",10:35:00
4971,,unbanded,,Not banded,Sub-Adult,Male,3067,sub-adult,False,male,1445,2018-04-05,"{'type': 'Point', 'coordinates': [169.09079743792873, -44.169483528337466]}",16:00:00
4972,,unbanded,,Not banded,Adult,Male,2948,adult,False,male,1360,2018-04-04,"{'type': 'Point', 'coordinates': [167.9729192463289, -44.76315029305294]}",15:40:00
4973,,unbanded,,Not banded,,,2947,,False,,1359,2018-04-04,"{'type': 'Point', 'coordinates': [167.97278201342485, -44.76347024465212]}",15:40:00
4974,,unreadable,,"Banded, unreadable",,,2924,,False,,1344,2018-04-04,"{'type': 'Point', 'coordinates': [171.55659288713667, -42.88795215563402]}",10:42:00
4975,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Juvenile,,2966,juvenile,False,,1374,2018-04-03,"{'type': 'Point', 'coordinates': [171.556062698364, -42.888165334147715]}",16:30:00
4976,,unknown,,Couldn't tell,,,3018,,False,,1408,2018-04-03,"{'type': 'Point', 'coordinates': [172.8007328174387, -40.876013849765336]}",08:00:00
4977,,unknown,,Couldn't tell,,,3019,,False,,1408,2018-04-03,"{'type': 'Point', 'coordinates': [172.8007328174387, -40.876013849765336]}",08:00:00
4978,,unknown,,Couldn't tell,,,3020,,False,,1408,2018-04-03,"{'type': 'Point', 'coordinates': [172.8007328174387, -40.876013849765336]}",08:00:00
4979,,unknown,,Couldn't tell,,,3081,,False,,1453,2018-04-02,"{'type': 'Point', 'coordinates': [171.8067256927494, -41.75315895608584]}",14:54:00
4980,,unknown,,Couldn't tell,,,3082,,False,,1453,2018-04-02,"{'type': 'Point', 'coordinates': [171.8067256927494, -41.75315895608584]}",14:54:00
4981,Yellow G on black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Fledgling,,3053,fledgling,False,,1434,2018-04-02,"{'type': 'Point', 'coordinates': [171.5561056137085, -42.888165334147715]}",13:03:00
4982,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Juvenile,Male,2882,juvenile,False,male,1317,2018-04-02,"{'type': 'Point', 'coordinates': [171.5561378002167, -42.888165334147715]}",09:32:00
4983,,unknown,,Couldn't tell,,,2975,,False,,1378,2018-04-02,"{'type': 'Point', 'coordinates': [167.5023189804663, -44.94692977165298]}",09:00:00
4984,,unknown,,Couldn't tell,,,2976,,False,,1378,2018-04-02,"{'type': 'Point', 'coordinates': [167.5023189804663, -44.94692977165298]}",09:00:00
4985,,unknown,,Couldn't tell,,,2900,,False,,1329,2018-04-01,"{'type': 'Point', 'coordinates': [172.80885548431093, -41.22479784180385]}",20:00:00
4986,,unknown,,Couldn't tell,,,2899,,False,,1329,2018-04-01,"{'type': 'Point', 'coordinates': [172.80885548431093, -41.22479784180385]}",20:00:00
4987,,unknown,,Couldn't tell,,,2909,,False,,1337,2018-04-01,"{'type': 'Point', 'coordinates': [172.73070551635018, -41.1817430417176]}",19:00:00
4988,,unknown,,Couldn't tell,,,2908,,False,,1337,2018-04-01,"{'type': 'Point', 'coordinates': [172.73070551635018, -41.1817430417176]}",19:00:00
4989,,unknown,,Couldn't tell,,,2907,,False,,1337,2018-04-01,"{'type': 'Point', 'coordinates': [172.73070551635018, -41.1817430417176]}",19:00:00
4990,,unknown,,Couldn't tell,,,2910,,False,,1337,2018-04-01,"{'type': 'Point', 'coordinates': [172.73070551635018, -41.1817430417176]}",19:00:00
4991,,unknown,,Couldn't tell,,,2896,,False,,1327,2018-04-01,"{'type': 'Point', 'coordinates': [169.2229381784233, -44.344919718972086]}",18:15:00
4992,,unknown,,Couldn't tell,,,2895,,False,,1327,2018-04-01,"{'type': 'Point', 'coordinates': [169.2229381784233, -44.344919718972086]}",18:15:00
4993,Black B and Black/silver,readable,,"Banded, readable",Juvenile,,2875,juvenile,True,,1314,2018-04-01,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",16:50:00
4994,Red G,readable,,"Banded, readable",Juvenile,,2877,juvenile,True,,1314,2018-04-01,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",16:50:00
4995,,unreadable,,"Banded, unreadable",Adult,,2876,adult,False,,1314,2018-04-01,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",16:50:00
4996,,unreadable,,"Banded, unreadable",Juvenile,,2879,juvenile,False,,1314,2018-04-01,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",16:50:00
4997,Yellow/black C,readable,"{'slug': 'schist', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Schist is often at Deaths Corner, the lookout above the Otira Viaduct. Until this year, he hung out there a lot more often than he does these days. \r\n\r\nSchist was banded years ago and fitted with plastic bands ""Black C on Yellow"". However, he lost one of his plastic leg bands and the other one was so worn due to his habits of scuffing about on the rocks, so his plastic bands were replaced in October 2018 with ""Yellow W on Red"". \r\n\r\nJohn Carston from Fab Plastics has generously provided brochure holders for this project to help us get information in huts and ski lodges throughout the South Island.', 'is_featured': False, 'sponsor_name': 'Fab Plastics', 'sponsor_website': 'http://www.fabplastics.co.nz/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/schist/Schist_new_bands_Yellow_W_on_Red-crop-c0-55__0-24-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/schist/Schist_new_bands_Yellow_W_on_Red-crop-c0-55__0-24-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/schist/Schist_new_bands_Yellow_W_on_Red.jpg'}, 'profile_picture_attribution': 'Klaus Johansen'}, 'get_age': 8, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow W on Red', 'name': 'Schist', 'birthday': '2011-01-01', 'primary_band': 'V-1521', 'date_modified': '2018-04-04T11:00:40.405751+12:00', 'date_imported': '2017-06-28T00:21:31.155678+12:00'}","Banded, readable",,,2878,,False,,1314,2018-04-01,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",16:50:00
4998,red J and red/silver,readable,,"Banded, readable",Juvenile,,2873,juvenile,True,,1314,2018-04-01,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",16:50:00
4999,Silver and Silver,readable,,"Banded, readable",Adult,,2874,adult,False,,1314,2018-04-01,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",16:50:00
5000,,unreadable,,"Banded, unreadable",,,2871,,False,,1311,2018-04-01,"{'type': 'Point', 'coordinates': [167.96394387956622, -44.75776006864896]}",16:10:00
5001,,unknown,,Couldn't tell,Adult,,3288,adult,False,,1562,2018-04-01,"{'type': 'Point', 'coordinates': [172.3273981508029, -41.56047530863636]}",12:30:00
5002,,unknown,,Couldn't tell,Adult,,3289,adult,False,,1562,2018-04-01,"{'type': 'Point', 'coordinates': [172.3273981508029, -41.56047530863636]}",12:30:00
5003,,unknown,,Couldn't tell,,,3291,,False,,1562,2018-04-01,"{'type': 'Point', 'coordinates': [172.3273981508029, -41.56047530863636]}",12:30:00
5004,,unknown,,Couldn't tell,,,3292,,False,,1562,2018-04-01,"{'type': 'Point', 'coordinates': [172.3273981508029, -41.56047530863636]}",12:30:00
5005,,unknown,,Couldn't tell,Fledgling,,3287,fledgling,False,,1562,2018-04-01,"{'type': 'Point', 'coordinates': [172.3273981508029, -41.56047530863636]}",12:30:00
5006,,unknown,,Couldn't tell,Sub-Adult,Male,3290,sub-adult,False,male,1562,2018-04-01,"{'type': 'Point', 'coordinates': [172.3273981508029, -41.56047530863636]}",12:30:00
5007,,unknown,,Couldn't tell,Fledgling,Male,3286,fledgling,False,male,1562,2018-04-01,"{'type': 'Point', 'coordinates': [172.3273981508029, -41.56047530863636]}",12:30:00
5008,,unbanded,,Not banded,,,2872,,False,,1313,2018-04-01,"{'type': 'Point', 'coordinates': [171.53590000529195, -42.943481331959596]}",12:22:00
5009,,unbanded,,Not banded,Sub-Adult,,2891,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5010,,unbanded,,Not banded,Sub-Adult,,2892,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5011,,unbanded,,Not banded,Sub-Adult,,2890,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5012,,unbanded,,Not banded,Sub-Adult,,2893,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5013,,unbanded,,Not banded,Sub-Adult,,2894,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5014,,unknown,,Couldn't tell,Adult,,2885,adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5015,,unbanded,,Not banded,Sub-Adult,,2888,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5016,,unbanded,,Not banded,Sub-Adult,,2889,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5017,,unbanded,,Not banded,Sub-Adult,,2887,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5018,,unbanded,,Not banded,Sub-Adult,,2886,sub-adult,False,,1326,2018-04-01,"{'type': 'Point', 'coordinates': [171.7071575412746, -43.1155428368572]}",10:00:00
5019,Yellow,unreadable,,"Banded, unreadable",,,2883,,True,,1318,2018-04-01,"{'type': 'Point', 'coordinates': [171.556062698364, -42.888165334147715]}",08:00:00
5020,,unknown,,Couldn't tell,,,2880,,False,,1315,2018-04-01,"{'type': 'Point', 'coordinates': [171.53552441024027, -42.94301168579427]}",01:30:00
5021,0370 27,readable,,"Banded, readable",,,2865,,False,,1303,2018-03-31,"{'type': 'Point', 'coordinates': [171.5561056137085, -42.888165334147715]}",15:00:00
5022,,unknown,,Couldn't tell,,,2866,,False,,1303,2018-03-31,"{'type': 'Point', 'coordinates': [171.5561056137085, -42.888165334147715]}",15:00:00
5023,Black G in Yellow,readable,,"Banded, readable",Juvenile,,2864,juvenile,False,,1303,2018-03-31,"{'type': 'Point', 'coordinates': [171.5561056137085, -42.888165334147715]}",15:00:00
5024,Black Q on gray,readable,"{'slug': 'kaha', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Kaha, as in 'kia kaha' was named by Forest & Bird North Canterbury.\r\n\r\nHe was banded in October 2016 by Laura Young at Deaths Corner."", 'is_featured': False, 'sponsor_name': 'Forest & Bird (North Canterbury)', 'sponsor_website': 'http://forestandbird.org.nz/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/kaha/Kaha-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/kaha/Kaha-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/kaha/Kaha.jpg'}, 'profile_picture_attribution': 'Paul Guest'}, 'get_age': 3, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black Q on Grey', 'name': 'Kaha', 'birthday': '2016-01-01', 'primary_band': 'V-1253', 'date_modified': '2018-04-04T11:00:32.664583+12:00', 'date_imported': '2017-06-28T00:21:23.727823+12:00'}","Banded, readable",Adult,Male,2867,adult,False,male,1306,2018-03-31,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",10:55:00
5025,,unbanded,,Not banded,Adult,,2972,adult,False,,1377,2018-03-31,"{'type': 'Point', 'coordinates': [167.50279674737598, -44.94392024756498]}",09:30:00
5026,,unbanded,,Not banded,Adult,,2974,adult,False,,1377,2018-03-31,"{'type': 'Point', 'coordinates': [167.50279674737598, -44.94392024756498]}",09:30:00
5027,,unbanded,,Not banded,Adult,,2973,adult,False,,1377,2018-03-31,"{'type': 'Point', 'coordinates': [167.50279674737598, -44.94392024756498]}",09:30:00
5028,,unknown,,Couldn't tell,,,2884,,False,,1320,2018-03-30,"{'type': 'Point', 'coordinates': [170.84456864412886, -43.152311081644235]}",10:00:00
5029,,unknown,,Couldn't tell,,,2862,,False,,1301,2018-03-30,"{'type': 'Point', 'coordinates': [170.06467938423162, -43.72094718275759]}",09:28:00
5030,,unknown,,Couldn't tell,,,2861,,False,,1301,2018-03-30,"{'type': 'Point', 'coordinates': [170.06467938423162, -43.72094718275759]}",09:28:00
5031,,unbanded,,Not banded,Juvenile,,2970,juvenile,False,,1376,2018-03-30,"{'type': 'Point', 'coordinates': [167.51466732876818, -44.94366171410685]}",08:30:00
5032,,unbanded,,Not banded,Adult,,2971,adult,False,,1376,2018-03-30,"{'type': 'Point', 'coordinates': [167.51466732876818, -44.94366171410685]}",08:30:00
5033,Yellow,readable,,"Banded, readable",Juvenile,,3188,juvenile,False,,1510,2018-03-29,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",17:56:00
5034,,unbanded,,Not banded,,,2858,,False,,1296,2018-03-29,"{'type': 'Point', 'coordinates': [171.55618258159382, -42.88822934237146]}",10:00:00
5035,,unknown,,Couldn't tell,,,2969,,False,,1375,2018-03-29,"{'type': 'Point', 'coordinates': [167.51686795798824, -44.95104291003012]}",09:30:00
5036,,unknown,,Couldn't tell,,,2967,,False,,1375,2018-03-29,"{'type': 'Point', 'coordinates': [167.51686795798824, -44.95104291003012]}",09:30:00
5037,,unknown,,Couldn't tell,,,2968,,False,,1375,2018-03-29,"{'type': 'Point', 'coordinates': [167.51686795798824, -44.95104291003012]}",09:30:00
5038,,unknown,,Couldn't tell,,,2869,,False,,1308,2018-03-28,"{'type': 'Point', 'coordinates': [172.55182189941397, -41.528981734624615]}",17:35:00
5039,,unknown,,Couldn't tell,,,2848,,False,,1291,2018-03-28,"{'type': 'Point', 'coordinates': [170.06474195648875, -43.715044999214804]}",11:15:00
5040,,unknown,,Couldn't tell,,,2849,,False,,1291,2018-03-28,"{'type': 'Point', 'coordinates': [170.06474195648875, -43.715044999214804]}",11:15:00
5041,,unknown,,Couldn't tell,,,2845,,False,,1287,2018-03-28,"{'type': 'Point', 'coordinates': [171.56160414218937, -42.939628425443914]}",08:30:00
5042,,unknown,,Couldn't tell,Juvenile,Male,2843,juvenile,False,male,1284,2018-03-27,"{'type': 'Point', 'coordinates': [171.55709932210146, -42.89078933817854]}",14:20:00
5043,,unbanded,,Not banded,Fledgling,Male,2943,fledgling,False,male,1356,2018-03-27,"{'type': 'Point', 'coordinates': [168.48172648700864, -45.02605059524324]}",14:00:00
5044,,unbanded,,Not banded,Fledgling,,2944,fledgling,False,,1356,2018-03-27,"{'type': 'Point', 'coordinates': [168.48172648700864, -45.02605059524324]}",14:00:00
5045,,unbanded,,Not banded,Fledgling,,2945,fledgling,False,,1356,2018-03-27,"{'type': 'Point', 'coordinates': [168.48172648700864, -45.02605059524324]}",14:00:00
5046,,unbanded,,Not banded,Fledgling,,2946,fledgling,False,,1356,2018-03-27,"{'type': 'Point', 'coordinates': [168.48172648700864, -45.02605059524324]}",14:00:00
5047,,unknown,,Couldn't tell,,,2860,,False,,1299,2018-03-27,"{'type': 'Point', 'coordinates': [167.97285083614352, -44.76279564759018]}",11:30:00
5048,Sliver band,readable,,"Banded, readable",,,2838,,False,,1279,2018-03-26,"{'type': 'Point', 'coordinates': [171.556062698364, -42.888165334147715]}",13:15:00
5049,White G on Brown,readable,"{'slug': 'zulia', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': ""Zulia was banded in March 2018 by Tom Goodman and is often seen hanging out with Ken Joe—maybe a sibling?\r\n\r\nZulia is sponsored by the generous folks Jordan Manek and Amanda Jill following an unforgettable encounter with this kea in Arthur's Pass that sparked an immense and lasting appreciation for the clowns of the mountains."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/zulia/20180520-IMG_7309.jpg'}, 'profile_picture_attribution': 'Toby Martin'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'White G on Brown', 'name': 'Zulia', 'birthday': '2017-01-01', 'primary_band': 'V-2153', 'date_modified': '2018-06-18T14:35:07.406964+12:00', 'date_imported': '2018-06-18T14:35:07.396532+12:00'}","Banded, readable",Juvenile,,2839,juvenile,False,,1279,2018-03-26,"{'type': 'Point', 'coordinates': [171.556062698364, -42.888165334147715]}",13:15:00
5050,Yellow band white G,readable,,"Banded, readable",,,2837,,True,,1279,2018-03-26,"{'type': 'Point', 'coordinates': [171.556062698364, -42.888165334147715]}",13:15:00
5051,Black 3 on blue,readable,"{'slug': 'aunty-bell', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': 'Aunty Bell was banded as a juvenile in Arthur\'s Pass township by Mark and Kate in March 2018. Looking on was Mike Vincent a keen birder from the North Island, who then agreed to name and sponsor the kea. He and his partner Helen, spend time at Miranda, on the Firth of Thames, banding shorebirds.\r\nAunty Bell is named after ""an old labrador who lives down the road. She has a good nature but does get up to mischief and steals food. She was most likely a kea in a previous life."" \r\nKea\'s mischievous behaviour is a result of their very high intelligence and their desire to investigate everything new. Unfortunately it does get them into trouble.', 'is_featured': False, 'sponsor_name': 'Mike Vincent', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/aunty-bell/Aunty_Bell1-crop-c0-27__0-36-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/aunty-bell/Aunty_Bell1-crop-c0-27__0-36-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/aunty-bell/Aunty_Bell1.jpg'}, 'profile_picture_attribution': 'Mike Vincent'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black 3 on Light Blue', 'name': 'Aunty Bell', 'birthday': '2017-01-01', 'primary_band': 'V-2192', 'date_modified': '2018-04-04T11:00:22.451813+12:00', 'date_imported': '2018-03-12T14:31:28+13:00'}","Banded, readable",Juvenile,Female,2836,juvenile,False,female,1278,2018-03-26,"{'type': 'Point', 'coordinates': [171.56113961790587, -42.93955246542733]}",12:43:00
